id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score
tm372035,Paris Is Us,MOVIE,2019,Not Availavle,84,"['drama', 'european']",['FR'],4.6
ts250920,Home Game,SHOW,2020,TV-MA,29,"['documentation', 'sport']",['US'],7.0
tm819016,The Path of the Anaconda,MOVIE,2019,Not Availavle,73,['documentation'],['CO'],6.7
tm838765,A Christmas Prince: The Royal Baby,MOVIE,2019,Not Availavle,84,"['romance', 'family']",['US'],5.4
tm818588,All the Freckles in the World,MOVIE,2019,Not Availavle,90,"['comedy', 'sport', 'romance']",['MX'],5.2
tm811971,Oprah Winfrey Presents: When They See Us Now,MOVIE,2019,Not Availavle,61,['documentation'],[],7.7
ts112667,Go! Go! Cory Carson,SHOW,2020,TV-Y,9,"['comedy', 'family', 'animation']",['US'],7.9
tm845850,Out of the Clear Blue Sky,MOVIE,2019,Not Availavle,112,"['drama', 'music', 'comedy', 'romance']","['MX', 'US']",6.5
ts104507,Triad Princess,SHOW,2019,Not Availavle,43,"['drama', 'comedy']",['TW'],6.7
tm884616,Quiet,MOVIE,2020,Not Availavle,102,['drama'],['CL'],6.4
tm850822,Fortune Feimster: Sweet & Salty,MOVIE,2020,Not Availavle,61,"['comedy', 'drama']",[],6.8
tm931158,Gather,MOVIE,2020,Not Availavle,74,['documentation'],['US'],7.8
tm677746,Bombay Rose,MOVIE,2019,PG-13,97,"['drama', 'romance', 'animation']","['FR', 'IN', 'QA']",6.2
tm452867,Jo Pil-ho: The Dawning Rage,MOVIE,2019,Not Availavle,127,"['drama', 'action', 'crime', 'thriller']",['KR'],6.3
ts222803,Maradona in Mexico,SHOW,2019,TV-MA,33,"['documentation', 'sport', 'comedy', 'drama']","['AR', 'PE']",7.3
tm464527,ReMastered: The Miami Showband Massacre,MOVIE,2019,Not Availavle,70,"['documentation', 'crime', 'music']",[],7.0
tm458721,Amy Schumer: Growing,MOVIE,2019,Not Availavle,61,['comedy'],['US'],5.4
tm492043,Motichoor Chaknachoor,MOVIE,2019,Not Availavle,150,"['comedy', 'romance']",['IN'],5.8
tm881891,Chris D'Elia: No Pain,MOVIE,2020,Not Availavle,55,['comedy'],['US'],5.9
tm929630,A New York Christmas Wedding,MOVIE,2020,Not Availavle,88,"['drama', 'romance']",['US'],5.3
tm935993,Classmates Minus,MOVIE,2020,R,122,"['drama', 'comedy']",['TW'],7.1
tm901947,Little Big Women,MOVIE,2020,Not Availavle,123,['drama'],['TW'],7.2
ts88821,I Hear You,SHOW,2019,TV-14,44,"['drama', 'comedy', 'romance']",['CN'],7.2
ts89336,Charlie's Colorforms City,SHOW,2019,TV-Y,23,"['animation', 'family']",['US'],6.7
ts87680,Playing with Fire,SHOW,2019,TV-14,43,['drama'],['MX'],5.9
ts89331,My Husband Won't Fit,SHOW,2019,TV-MA,35,"['drama', 'romance']",['JP'],6.7
tm976632,Indoo Ki Jawani,MOVIE,2020,Not Availavle,115,"['comedy', 'drama']",['IN'],3.0
tm469025,Franco Escamilla: bienvenido al mundo,MOVIE,2019,Not Availavle,54,['comedy'],[],7.0
tm921416,Class of '83,MOVIE,2020,Not Availavle,98,"['drama', 'crime', 'thriller', 'action']",['IN'],5.8
ts87599,Somewhere Only We Know,SHOW,2019,TV-MA,58,"['drama', 'romance']",['CN'],7.2
tm849937,Jungle Beat: The Movie,MOVIE,2020,G,84,"['family', 'animation', 'scifi', 'comedy', 'fantasy']",['MU'],5.4
tm861718,Villain,MOVIE,2020,R,97,"['crime', 'drama', 'thriller', 'action']",['GB'],5.9
tm937044,Bigflo & Oli: Hip Hop Frenzy,MOVIE,2020,Not Availavle,100,"['documentation', 'music']",['FR'],6.7
ts252318,Million Dollar Beach House,SHOW,2020,TV-MA,28,['reality'],['US'],4.2
tm442199,Shanghai Fortress,MOVIE,2019,Not Availavle,107,"['scifi', 'war', 'action']",['CN'],4.3
tm455197,Kabir Singh,MOVIE,2019,Not Availavle,172,"['drama', 'romance', 'crime', 'action']",['IN'],7.0
tm840224,Seth Meyers: Lobby Baby,MOVIE,2019,Not Availavle,61,['comedy'],['US'],7.4
tm459329,Firebrand,MOVIE,2019,Not Availavle,116,['drama'],['IN'],5.1
tm453727,Deadly Switch,MOVIE,2019,Not Availavle,86,['thriller'],['US'],4.5
tm818154,Whitney Cummings: Can I Touch It?,MOVIE,2019,Not Availavle,59,['comedy'],['US'],6.5
ts225539,Hyena,SHOW,2020,Not Availavle,62,"['drama', 'crime', 'romance']",['KR'],7.7
ts89330,Stay Tuned!,SHOW,2019,TV-14,44,['comedy'],['JP'],7.5
tm832843,Jeff Dunham: Beside Himself,MOVIE,2019,Not Availavle,58,['comedy'],['US'],6.9
tm919210,Uma Maheswara Ugra Roopasya,MOVIE,2020,Not Availavle,136,"['comedy', 'drama']",['IN'],7.7
tm851912,Gunjan Saxena: The Kargil Girl,MOVIE,2020,Not Availavle,112,"['action', 'drama', 'war']",['IN'],5.6
tm941531,The Beast,MOVIE,2020,Not Availavle,90,"['crime', 'action', 'drama', 'thriller']",['IT'],5.2
tm938466,Kitty Love: An Homage to Cats,MOVIE,2020,Not Availavle,60,"['documentation', 'european']",['NL'],5.1
ts251616,Sing On! Germany,SHOW,2020,Not Availavle,38,"['reality', 'music']",['DE'],5.5
tm977478,Nate: A One Man Show,MOVIE,2020,Not Availavle,59,['comedy'],['US'],6.6
tm912190,Cargo,MOVIE,2019,PG-13,113,"['fantasy', 'scifi', 'drama']",['IN'],5.6
tm873159,The Yin-Yang Master: Dream of Eternity,MOVIE,2020,PG-13,132,"['drama', 'fantasy', 'scifi', 'action']",['CN'],6.4
tm957567,Hazel Brugger: Tropical,MOVIE,2020,Not Availavle,59,['comedy'],['DE'],6.2
tm468200,Uyare,MOVIE,2019,Not Availavle,125,['drama'],['IN'],8.0
ts222835,Holiday Secrets,SHOW,2019,Not Availavle,38,['drama'],['DE'],6.5
tm893874,Choked: Paisa Bolta Hai,MOVIE,2020,Not Availavle,114,"['thriller', 'drama']",['IN'],5.7
tm931701,Òlòtūré,MOVIE,2019,Not Availavle,106,"['drama', 'crime']",['NG'],5.5
tm827640,Travis Scott: Look Mom I Can Fly,MOVIE,2019,Not Availavle,85,"['documentation', 'music']",['US'],6.3
tm908529,Tell Me When,MOVIE,2020,Not Availavle,95,"['romance', 'documentation', 'comedy']",['MX'],5.7
ts238316,Twogether,SHOW,2020,Not Availavle,58,['reality'],[],8.4
tm817284,Bridezilla,MOVIE,2019,Not Availavle,93,"['romance', 'drama', 'comedy']",['ID'],6.1
ts268997,Futmalls.com,SHOW,2020,TV-14,40,"['scifi', 'thriller']",['TW'],6.5
tm975765,Emicida: AmarElo - It's All for Yesterday,MOVIE,2020,Not Availavle,89,"['music', 'documentation']",['BR'],8.5
tm977782,Shawn Mendes: Live in Concert,MOVIE,2020,PG,87,"['music', 'documentation']",['CA'],7.1
tm429172,The (Silent) War,MOVIE,2019,Not Availavle,123,"['thriller', 'war', 'crime', 'action', 'drama', 'european']",['ES'],5.5
tm849131,I Am Vengeance: Retaliation,MOVIE,2020,R,90,['action'],['GB'],3.4
ts223098,Lugar de Mulher,SHOW,2019,Not Availavle,15,['comedy'],['BR'],4.7
ts221851,The Lies Within,SHOW,2019,Not Availavle,60,"['drama', 'thriller']",['KR'],7.0
tm929600,Afonso Padilha: Classless,MOVIE,2020,Not Availavle,63,['comedy'],['BR'],6.8
ts222599,Queer Eye: We're in Japan!,SHOW,2019,TV-14,50,['reality'],['US'],8.2
tm977952,Fierce,MOVIE,2020,Not Availavle,118,"['comedy', 'music']",['PL'],5.5
tm824560,The Lost Okoroshi,MOVIE,2020,Not Availavle,94,"['action', 'drama']",['NG'],5.8
tm920320,Lift Like a Girl,MOVIE,2020,Not Availavle,93,['documentation'],"['DE', 'DK', 'EG']",7.8
tm466426,The Trap,MOVIE,2019,Not Availavle,90,['comedy'],['US'],4.3
tm853910,Road to Roma,MOVIE,2020,Not Availavle,73,['documentation'],['MX'],7.7
tm898699,Larry the Cable Guy: Remain Seated,MOVIE,2020,R,67,['comedy'],['US'],6.6
tm854682,Asphalt Goddess,MOVIE,2020,Not Availavle,126,['drama'],['MX'],4.9
tm828326,The Crystal Calls - Making The Dark Crystal: Age of Resistance,MOVIE,2019,Not Availavle,83,['documentation'],['US'],7.6
tm835512,The Spooky Tale of Captain Underpants Hack-a-Ween,MOVIE,2019,Not Availavle,45,"['action', 'comedy', 'family', 'animation']",['US'],5.9
tm841239,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,PG-13,13,['documentation'],['US'],7.1
ts241246,The Smart Money Woman,SHOW,2020,TV-MA,48,['drama'],[],6.2
ts189314,Tiffany Haddish Presents: They Ready,SHOW,2019,TV-14,23,"['comedy', 'reality']",['US'],6.5
ts233367,Sing On! Spain,SHOW,2020,TV-G,39,"['music', 'reality']",['ES'],6.1
tm446480,Cemara's Family,MOVIE,2019,Not Availavle,110,"['family', 'drama']",['ID'],7.7
tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,2019,Not Availavle,121,"['drama', 'comedy', 'romance', 'crime']",['IN'],5.6
ts214463,"Los Briceño, una familia todo terreno",SHOW,2019,Not Availavle,46,['drama'],['US'],7.8
ts89679,A Thousand Goodnights,SHOW,2019,Not Availavle,71,"['family', 'drama']",['TW'],8.0
tm912327,The Larva Island Movie,MOVIE,2020,Not Availavle,89,"['animation', 'family', 'comedy']",['KR'],5.1
tm852662,Ultras,MOVIE,2020,Not Availavle,109,['drama'],['IT'],6.2
tm452996,"Ken Jeong: You Complete Me, Ho",MOVIE,2019,Not Availavle,62,['comedy'],['US'],5.7
ts88146,Larry Charles' Dangerous World of Comedy,SHOW,2019,TV-MA,59,"['documentation', 'comedy']",['US'],7.3
tm889647,The Stand at Paxton County,MOVIE,2020,R,102,"['thriller', 'drama']",['US'],6.3
ts266898,A Queen Is Born,SHOW,2020,Not Availavle,44,['reality'],['BR'],6.0
tm1079495,A Second Chance: Rivals!,MOVIE,2019,PG,89,"['drama', 'family', 'sport']",['AU'],4.6
ts89363,YooHoo to the Rescue,SHOW,2019,TV-Y,13,"['animation', 'family']",['KR'],6.8
tm885845,Murder to Mercy - The Cyntoia Brown Story,MOVIE,2020,Not Availavle,96,['documentation'],['US'],6.3
tm851860,Alex Fernández: The Best Comedian in the World,MOVIE,2020,Not Availavle,51,['comedy'],['MX'],6.1
tm943771,Angela's Christmas Wish,MOVIE,2020,G,47,"['animation', 'family', 'comedy', 'drama']","['US', 'IE']",7.1
tm1005077,Strain,MOVIE,2020,Not Availavle,106,['drama'],[],5.6
tm462551,"¡Ay, mi madre!",MOVIE,2019,Not Availavle,81,"['comedy', 'european']",['ES'],3.9
tm840723,Ramprasad Ki Tehrvi,MOVIE,2019,Not Availavle,106,"['drama', 'family', 'comedy']",['IN'],7.5
tm898773,Bulbbul,MOVIE,2020,Not Availavle,94,"['fantasy', 'horror', 'drama']",['IN'],6.5
ts222942,Narcoworld: Dope Stories,SHOW,2019,TV-MA,40,"['documentation', 'crime']",['US'],6.6
tm908777,Thiago Ventura: POKAS,MOVIE,2020,Not Availavle,82,['comedy'],['BR'],6.4
tm1028083,Red Snow,MOVIE,2019,Not Availavle,100,['drama'],['CA'],4.5
tm938227,Dolly Parton's Christmas on the Square,MOVIE,2020,PG,98,"['comedy', 'music', 'family']",['US'],5.2
tm937265,You've Got This,MOVIE,2020,Not Availavle,111,"['romance', 'comedy']",['MX'],5.8
tm917999,"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020,Not Availavle,44,['comedy'],['US'],5.5
tm832684,Los Tigres del Norte at Folsom Prison,MOVIE,2019,Not Availavle,64,"['documentation', 'music']",['US'],7.0
tm463038,Despite Everything,MOVIE,2019,Not Availavle,75,"['comedy', 'european']",['ES'],5.3
ts213071,Sleepless Society NYCTOPHOBIA,SHOW,2019,TV-MA,46,"['thriller', 'drama']",['TH'],5.6
tm845117,Tiffany Haddish: Black Mitzvah,MOVIE,2019,Not Availavle,55,['comedy'],['US'],6.3
tm822596,Into the Beat,MOVIE,2020,Not Availavle,102,"['music', 'romance', 'drama', 'european']",['DE'],5.3
tm844208,What the F* Is Going On?,MOVIE,2019,Not Availavle,86,['documentation'],['ES'],7.4
tm824858,Cuddle Weather,MOVIE,2019,Not Availavle,95,"['drama', 'romance', 'comedy']",['PH'],6.0
tm944631,The Three Deaths of Marisela Escobedo,MOVIE,2020,Not Availavle,109,"['crime', 'documentation']",['MX'],8.1
tm843958,Rogue Warfare: The Hunt,MOVIE,2019,R,103,['action'],['US'],3.1
ts225377,Taj Mahal 1989,SHOW,2020,Not Availavle,34,"['drama', 'comedy', 'romance']",['IO'],7.4
tm511991,99 Songs,MOVIE,2019,Not Availavle,128,"['romance', 'drama']",['IN'],6.6
ts266966,Juman,SHOW,2019,TV-PG,39,"['romance', 'drama']",['KW'],5.0
tm1149814,Uncovered,MOVIE,2019,Not Availavle,95,"['crime', 'thriller', 'action']",['ZA'],4.6
ts235689,J-Style Trip,SHOW,2020,TV-14,64,['reality'],"['TW', 'CN']",5.0
tm957792,The Rope Curse 2,MOVIE,2020,Not Availavle,104,['horror'],[],4.7
tm474862,Bennett's War,MOVIE,2019,PG-13,94,"['drama', 'sport']",['US'],6.0
tm853485,Night on Earth: Shot in the Dark,MOVIE,2020,Not Availavle,59,['documentation'],[],7.7
tm849323,Shikara,MOVIE,2020,Not Availavle,118,"['drama', 'romance', 'history']",['IN'],3.3
tm425944,A Land Imagined,MOVIE,2019,Not Availavle,95,"['thriller', 'drama', 'european']","['FR', 'NL', 'SG']",6.2
tm469432,Hating Peter Tatchell,MOVIE,2020,Not Availavle,91,['documentation'],"['AU', 'GB']",7.6
tm501222,Twin Murders: The Silence of the White City,MOVIE,2019,Not Availavle,110,"['action', 'crime', 'drama', 'horror', 'thriller', 'european']",['ES'],5.3
ts251072,The Underclass,SHOW,2020,TV-MA,55,['drama'],['TH'],6.5
tm428506,The Man Who Feels No Pain,MOVIE,2019,PG,136,"['comedy', 'action']",['IN'],7.3
tm957903,The Boys in the Band: Something Personal,MOVIE,2020,Not Availavle,28,['documentation'],['US'],7.2
tm923612,Any Crybabies Around?,MOVIE,2020,Not Availavle,106,['drama'],['JP'],6.0
tm838705,Holiday Rush,MOVIE,2019,Not Availavle,94,"['drama', 'comedy', 'romance', 'family']",['US'],4.9
ts252015,GAME ON: A Comedy Crossover Event,SHOW,2020,TV-G,30,"['comedy', 'family']",['US'],5.5
tm946277,Love,MOVIE,2020,Not Availavle,91,"['thriller', 'drama']",['IN'],7.0
tm973335,The Body,MOVIE,2019,Not Availavle,104,"['thriller', 'comedy']",['IN'],5.5
tm822099,The Blue Elephant 2,MOVIE,2019,Not Availavle,130,"['horror', 'thriller', 'crime', 'drama']",[],8.2
tm234980,A Choo,MOVIE,2020,Not Availavle,101,"['romance', 'comedy', 'action', 'fantasy']",['TW'],5.5
tm910612,The Claus Family,MOVIE,2020,Not Availavle,96,"['comedy', 'family', 'fantasy']",['BE'],5.5
tm850382,Sillu Karupatti,MOVIE,2019,G,138,"['drama', 'romance']",['IN'],8.0
tm464509,K. D.,MOVIE,2019,Not Availavle,119,['drama'],['IN'],8.4
tm820116,Street Flow,MOVIE,2019,Not Availavle,96,"['drama', 'crime']",['FR'],6.4
tm859143,Torbaaz,MOVIE,2020,Not Availavle,132,"['drama', 'thriller', 'action', 'sport']",['IN'],6.9
tm918026,Sam Jay: 3 in the Morning,MOVIE,2020,Not Availavle,64,['comedy'],[],6.4
tm918960,The Magic School Bus Rides Again: Kids in Space,MOVIE,2020,Not Availavle,45,"['action', 'family', 'animation', 'comedy', 'scifi']",['CA'],6.1
ts89340,Crime Diaries: The Candidate,SHOW,2019,TV-MA,42,"['thriller', 'war', 'drama', 'crime']",['MX'],7.5
ts103574,Sakho & Mangane,SHOW,2019,TV-MA,51,"['action', 'comedy', 'crime']",['SN'],6.3
ts218367,Secreto bien guardado,SHOW,2019,TV-MA,30,"['drama', 'romance']",['AR'],5.0
tm840216,Iliza Shlesinger: Unveiled,MOVIE,2019,Not Availavle,78,['comedy'],['US'],6.5
tm938048,Michelle Buteau: Welcome to Buteaupia,MOVIE,2020,Not Availavle,58,['comedy'],[],7.0
tm821662,Vikruthi,MOVIE,2019,Not Availavle,123,"['drama', 'comedy']",['IN'],7.4
tm540277,Nasha Natasha,MOVIE,2020,Not Availavle,83,"['documentation', 'music']",['UY'],6.3
tm810642,Manmadhudu 2,MOVIE,2019,Not Availavle,155,"['comedy', 'romance', 'drama']",['IN'],4.8
tm984018,Cops and Robbers,MOVIE,2020,PG-13,8,['animation'],['US'],6.9
tm946801,Just Another Christmas,MOVIE,2020,Not Availavle,101,"['comedy', 'drama']",['BR'],6.7
ts221891,Legend Quest: Masters of Myth,SHOW,2019,TV-Y7,25,"['animation', 'action']",['MX'],7.5
tm1172010,The Lockdown Plan,MOVIE,2020,Not Availavle,49,[],[],6.5
tm847630,The App,MOVIE,2019,Not Availavle,79,"['drama', 'scifi', 'thriller']",['IT'],2.7
tm946927,Dance Dreams: Hot Chocolate Nutcracker,MOVIE,2020,Not Availavle,80,"['documentation', 'family']",['US'],7.0
ts218504,Hello Ninja,SHOW,2019,TV-Y,13,"['family', 'fantasy', 'animation', 'action', 'comedy']",['CA'],6.8
tm431769,Once Again,MOVIE,2019,Not Availavle,101,"['drama', 'romance', 'european']","['DE', 'IN', 'AT']",7.0
ts237487,True: Terrific Tales,SHOW,2020,Not Availavle,8,"['animation', 'family']",['US'],6.2
tm878995,Dragons: Rescue Riders: Hunt for the Golden Dragon,MOVIE,2020,Not Availavle,46,"['animation', 'action', 'comedy', 'family', 'fantasy']",['US'],5.1
tm856545,Intuition,MOVIE,2020,Not Availavle,116,"['thriller', 'crime', 'drama']",['AR'],5.5
tm474263,Still Laugh-In: The Stars Celebrate,MOVIE,2019,Not Availavle,60,"['comedy', 'music']",[],5.2
tm462037,Mi amigo Alexis,MOVIE,2019,Not Availavle,100,"['drama', 'family', 'comedy', 'sport']",['CL'],5.1
tm851499,Vir Das: For India,MOVIE,2020,Not Availavle,75,['comedy'],['IN'],7.7
tm927033,True: Friendship Day,MOVIE,2020,Not Availavle,23,"['animation', 'family']",['CA'],6.9
tm849102,Shimla Mirchi,MOVIE,2020,Not Availavle,129,"['romance', 'comedy']",['IN'],4.6
tm954606,Felix Lobrecht: Hype,MOVIE,2020,Not Availavle,59,['comedy'],['DE'],5.8
tm431810,Evelyn,MOVIE,2019,Not Availavle,95,['documentation'],['GB'],7.2
tm469966,The Unknown Saint,MOVIE,2020,Not Availavle,100,"['comedy', 'drama', 'crime']","['MA', 'FR', 'QA']",6.5
tm818239,Penalty,MOVIE,2019,Not Availavle,128,"['sport', 'drama']",['IN'],5.3
ts222980,Singapore Social,SHOW,2019,Not Availavle,38,['reality'],['US'],4.7
ts221151,Living Undocumented,SHOW,2019,TV-MA,43,['documentation'],['US'],6.6
tm469510,Albert  Pinto Ko Gussa Kyun Aata Hai?,MOVIE,2019,Not Availavle,94,"['crime', 'drama']",['IN'],5.5
tm845607,Spirit Riding Free: Spirit of Christmas,MOVIE,2019,PG,45,"['animation', 'family', 'action', 'comedy', 'drama']",['US'],5.2
tm926528,AK vs AK,MOVIE,2020,Not Availavle,108,"['drama', 'action', 'crime', 'thriller', 'comedy']",['IN'],6.9
tm1013697,Nneka the Pretty Serpent,MOVIE,2020,Not Availavle,140,"['horror', 'thriller', 'fantasy']",['NG'],3.7
tm854454,Varane Avashyamund,MOVIE,2020,Not Availavle,145,"['comedy', 'family', 'romance', 'drama']",['IN'],6.9
ts269073,The Fabulous Lives of Bollywood Wives,SHOW,2020,TV-MA,37,"['reality', 'documentation', 'romance']",['IN'],4.7
tm473813,Chopsticks,MOVIE,2019,Not Availavle,100,"['comedy', 'drama']",['IN'],6.5
tm1226722,U-Turn,MOVIE,2020,Not Availavle,120,"['thriller', 'horror']","['PS', 'PH']",4.4
tm863611,Kappela,MOVIE,2020,Not Availavle,113,"['romance', 'comedy']",['IN'],7.5
tm998899,The Fisherman's Diary,MOVIE,2020,Not Availavle,142,['drama'],['CM'],6.4
tm826875,Back to School,MOVIE,2019,Not Availavle,83,['comedy'],['FR'],5.3
ts258169,Holiday Home Makeover with Mr. Christmas,SHOW,2020,TV-G,44,['reality'],['US'],5.8
ts92405,Hasmukh,SHOW,2020,TV-MA,32,"['comedy', 'crime', 'drama']",['IN'],5.3
tm452900,ReMastered: Massacre at the Stadium,MOVIE,2019,Not Availavle,64,"['documentation', 'drama']",['CL'],7.2
tm918962,Fearless,MOVIE,2020,PG,89,"['animation', 'family', 'scifi', 'documentation', 'comedy']",['CA'],4.9
tm908128,Chaman Bahar,MOVIE,2020,Not Availavle,111,"['drama', 'comedy']",['IN'],6.9
ts223110,Sugar Rush Christmas,SHOW,2019,TV-PG,51,['reality'],['US'],6.8
tm882606,Sethum Aayiram Pon,MOVIE,2019,G,102,"['drama', 'family']",['IN'],7.2
ts218776,Happy Jail,SHOW,2019,Not Availavle,34,['documentation'],[],6.9
tm473647,ReMastered: The Lion's Share,MOVIE,2019,PG-13,84,"['music', 'documentation']",['US'],6.9
tm452574,"Ray Romano: Right Here, Around the Corner",MOVIE,2019,Not Availavle,58,"['comedy', 'documentation']",['US'],7.2
tm840242,Arsenio Hall: Smart and Classy,MOVIE,2019,Not Availavle,63,['comedy'],['US'],6.0
ts88608,Cricket Fever: Mumbai Indians,SHOW,2019,TV-MA,38,"['documentation', 'sport']",['IN'],7.2
tm115973,Guna 369,MOVIE,2019,Not Availavle,146,"['romance', 'action', 'drama']",['IN'],6.7
ts234501,Buddi,SHOW,2020,TV-Y,10,"['family', 'fantasy', 'animation', 'comedy']",['US'],7.2
tm869373,High & Low: The Worst,MOVIE,2019,Not Availavle,125,"['action', 'comedy']",['JP'],6.7
tm843143,Whipped,MOVIE,2020,Not Availavle,97,"['drama', 'romance', 'comedy']",['ID'],4.0
ts253288,Felipe Esparza: Bad Decisions,SHOW,2020,TV-MA,63,['comedy'],['US'],5.3
tm848444,Masameer: The Movie,MOVIE,2020,Not Availavle,112,"['animation', 'comedy', 'action', 'drama']",['SA'],5.9
ts89895,Mighty Little Bheem,SHOW,2019,TV-Y,6,"['animation', 'comedy', 'family', 'fantasy']",['US'],6.4
tm823350,Luccas Neto in: Summer Camp,MOVIE,2019,G,87,['comedy'],['BR'],2.8
ts262228,Tobot Galaxy Detectives,SHOW,2020,TV-Y7,13,['animation'],[],6.7
tm431349,Bulbul Can Sing,MOVIE,2019,Not Availavle,95,['drama'],['IN'],7.0
tm881984,Maska,MOVIE,2020,Not Availavle,111,"['comedy', 'drama', 'romance']",['IN'],5.9
tm451852,The 3rd Eye 2,MOVIE,2019,Not Availavle,115,"['thriller', 'horror', 'drama', 'fantasy']",['ID'],5.4
tm842829,Dead Kids,MOVIE,2019,Not Availavle,94,"['crime', 'drama', 'thriller']",['PH'],5.3
tm451584,Too Handsome To Handle,MOVIE,2019,Not Availavle,106,"['comedy', 'drama', 'romance']",['ID'],6.7
tm935388,Ginny Weds Sunny,MOVIE,2020,Not Availavle,125,"['comedy', 'drama', 'romance']",['IN'],5.7
tm907704,Dark City Beneath the Beat,MOVIE,2020,Not Availavle,65,"['documentation', 'music']",['US'],6.6
tm452237,The Car: Road to Revenge,MOVIE,2019,Not Availavle,89,"['action', 'horror', 'thriller', 'scifi']",['US'],4.0
tm456074,Jezebel,MOVIE,2020,Not Availavle,88,['drama'],['US'],6.6
tm894241,Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,Not Availavle,67,['comedy'],['IN'],6.0
ts224906,Find Yourself,SHOW,2020,TV-14,45,"['drama', 'romance']",['CN'],7.7
tm887052,Father Soldier Son,MOVIE,2020,R,99,"['war', 'documentation']",['US'],7.3
tm458363,Juanita,MOVIE,2019,Not Availavle,90,['drama'],['US'],6.0
tm845942,A Family Reunion Christmas,MOVIE,2019,Not Availavle,29,"['comedy', 'family']",['US'],5.8
tm498444,Nimbe: The Movie,MOVIE,2019,Not Availavle,110,['drama'],[],5.9
tm831196,Chippa,MOVIE,2019,G,90,['drama'],['IN'],6.5
tm819841,Isa Pa with Feelings,MOVIE,2019,Not Availavle,102,"['comedy', 'romance', 'drama']",['PH'],7.8
tm996316,Omo Ghetto: The Saga,MOVIE,2020,Not Availavle,110,"['comedy', 'action', 'drama']",[],7.5
ts262037,Bread Barbershop,SHOW,2020,TV-Y,11,['animation'],['KR'],7.4
tm834653,The Knight and the Princess,MOVIE,2019,PG,97,"['comedy', 'family', 'fantasy', 'history', 'animation', 'action']","['EG', 'SA']",5.5
tm863280,Showtime 1958,MOVIE,2020,Not Availavle,110,['drama'],['MY'],5.6
ts225708,Six Windows in the Desert,SHOW,2020,TV-14,21,"['drama', 'scifi', 'comedy', 'history']",['SA'],4.3
tm866782,One-Way to Tomorrow,MOVIE,2020,Not Availavle,90,"['comedy', 'romance', 'drama']",['TR'],5.6
tm810423,"Colin Quinn: Red State, Blue State",MOVIE,2019,Not Availavle,65,['comedy'],['US'],7.6
tm918373,Malibu Rescue: The Next Wave,MOVIE,2020,Not Availavle,70,"['comedy', 'family', 'action']",['US'],4.8
tm457410,Money Trap,MOVIE,2019,Not Availavle,121,"['action', 'comedy', 'crime', 'drama']",['TR'],6.0
tm940566,Kaali Khuhi,MOVIE,2020,Not Availavle,90,"['thriller', 'horror', 'drama']",['IN'],3.5
tm825210,Nothing to Lose 2,MOVIE,2019,PG-13,96,['drama'],['BR'],3.0
tm460259,Blood Will Tell,MOVIE,2019,Not Availavle,113,"['thriller', 'drama']","['CL', 'AR', 'CA']",6.1
tm896246,George Lopez: We'll Do It for Half,MOVIE,2020,Not Availavle,51,['comedy'],['US'],5.7
tm483190,Time Out,MOVIE,2019,Not Availavle,93,"['comedy', 'drama', 'romance']",[],5.9
tm925785,Dark Forces,MOVIE,2020,Not Availavle,81,"['horror', 'thriller', 'action']",['MX'],2.7
tm454464,Pegasus,MOVIE,2019,Not Availavle,98,"['comedy', 'action', 'fantasy', 'sport']",['CN'],6.3
tm484173,Bhangra Paa Le,MOVIE,2020,Not Availavle,131,"['music', 'comedy', 'drama']",['IN'],6.2
tm919920,Milestone,MOVIE,2020,Not Availavle,98,['drama'],['IN'],6.6
tm405637,122,MOVIE,2019,R,95,"['horror', 'thriller']",['EG'],6.0
tm478962,Saavat,MOVIE,2019,Not Availavle,117,"['thriller', 'crime', 'drama']",['IN'],6.5
tm813634,Dorasani,MOVIE,2019,Not Availavle,130,"['drama', 'romance']",['IN'],5.8
tm877746,Krishna and His Leela,MOVIE,2020,Not Availavle,125,"['comedy', 'romance']",[],5.6
tm938333,A Go! Go! Cory Carson Halloween,MOVIE,2020,G,21,"['animation', 'family', 'horror']",[],6.4
ts89182,Green Door,SHOW,2019,Not Availavle,49,"['drama', 'comedy', 'horror', 'thriller']",['TW'],6.4
tm828318,Axone,MOVIE,2019,Not Availavle,96,"['comedy', 'drama']",['IN'],6.9
tm455715,Dilan 1991,MOVIE,2019,Not Availavle,118,"['drama', 'romance']",['ID'],6.5
ts243189,Booba: Food Puzzle,SHOW,2020,TV-Y,3,"['comedy', 'family', 'animation']",[],8.3
tm977184,A Go! Go! Cory Carson Christmas,MOVIE,2020,Not Availavle,21,"['animation', 'family']",['US'],6.1
tm474695,Dying to Tell,MOVIE,2019,Not Availavle,87,"['documentation', 'european']",['ES'],6.8
tm845616,Tootsies & The Fake,MOVIE,2019,Not Availavle,108,['comedy'],['TH'],5.9
ts234505,Fary: Hexagone,SHOW,2020,TV-MA,51,['comedy'],['FR'],6.2
ts224261,Nailed It! Germany,SHOW,2020,TV-14,0,['reality'],['DE'],5.7
